URL,repo,Phase,Symptom(s),Unexpected Tokens,Component,Root Cause(s)
https://github.com/mlc-ai/mlc-llm/issues/1301,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1368,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools@@Model Conversion Tools,Misconfiguration@@Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1574,Mlc-llm,Engine Setup,Crash,,Setup Tools,Document Issue
https://github.com/mlc-ai/mlc-llm/issues/2665,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/538,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Misconfiguration@@Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1580,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2121,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2592,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Incorrect Tokenization
https://github.com/mlc-ai/mlc-llm/issues/1395,Mlc-llm,Inference/Serving,Crash,,Engine Initializer,Misused API
https://github.com/mlc-ai/mlc-llm/issues/2025,Mlc-llm,Inference/Serving,Feature Failure,,Operators,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1274,Mlc-llm,Inference/Serving,Crash,,Resource Manager@@Resource Manager,Incorrect Algorithm Implementation@@Incorrect Cache Management
https://github.com/mlc-ai/mlc-llm/issues/2541,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2006,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/778,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/451,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Misconfiguration@@Document Issue
https://github.com/mlc-ai/mlc-llm/issues/860,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/375,Mlc-llm,Engine Setup,Crash,,Engine Initializer,Misused API
https://github.com/mlc-ai/mlc-llm/issues/632,Mlc-llm,Engine Setup,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1261,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/mlc-ai/mlc-llm/issues/713,Mlc-llm,Inference/Serving,Feature Failure,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2564,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2620,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/614,Mlc-llm,Model Conversion,Crash,,Operators,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/3035,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools@@Model Conversion Tools,Incorrect Algorithm Implementation@@Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1587,Mlc-llm,Engine Setup,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/764,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1267,Mlc-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Resource Manager@@Job Manager,Incorrect Algorithm Implementation@@Concurrency Issue
https://github.com/mlc-ai/mlc-llm/issues/1205,Mlc-llm,Inference/Serving,Crash,,Model Loader,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2743,Mlc-llm,Engine Setup,Crash,,Model Loader,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/1694,Mlc-llm,Engine Setup,Crash,,Resource Manager,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1327,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Incorrect Tokenization
https://github.com/mlc-ai/mlc-llm/issues/1223,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Document Issue@@Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2255,Mlc-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2233,Mlc-llm,Engine Setup,Crash,,Engine Initializer,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/753,Mlc-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Incorrect Tokenization
https://github.com/mlc-ai/mlc-llm/issues/1194,Mlc-llm,Model Conversion,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2938,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/841,Mlc-llm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/360,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1600,Mlc-llm,Model Conversion,Crash,,Backend Adapter,Misused API
https://github.com/mlc-ai/mlc-llm/issues/1674,Mlc-llm,Inference/Serving,Crash,,Engine Initializer,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1676,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Misused API
https://github.com/mlc-ai/mlc-llm/issues/2018,Mlc-llm,Inference/Serving,Crash,,Operators@@Operators,Incompatible Version@@Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1279,Mlc-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2122,Mlc-llm,Engine Setup,Crash,,Operators,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/476,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1739,Mlc-llm,Engine Setup,Crash,,Backend Adapter,Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/751,Mlc-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1863,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2296,Mlc-llm,Inference/Serving,Crash,,Operators@@Backend Adapter,Incompatible Backend@@Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/948,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2897,Mlc-llm,Inference/Serving,Abnormal Performance,,Input Processor,Incorrect Tokenization
https://github.com/mlc-ai/mlc-llm/issues/2361,Mlc-llm,Inference/Serving,Crash,,Job Manager,Incorrect Conditional Logic
https://github.com/mlc-ai/mlc-llm/issues/2207,Mlc-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2739,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/1924,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/2970,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/3016,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1140,Mlc-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2695,Mlc-llm,Inference/Serving,Abnormal Performance,,Resource Manager@@Resource Manager,Concurrency Issue@@Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/1842,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/337,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/2522,Mlc-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools@@Model Conversion Tools,Numerical Issue@@Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1077,Mlc-llm,Engine Setup,Crash,,Model Loader@@Model Loader,Incompatible Backend@@Incorrect Exception Handling
https://github.com/mlc-ai/mlc-llm/issues/791,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Type
https://github.com/mlc-ai/mlc-llm/issues/2982,Mlc-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools@@Model Conversion Tools,Numerical Issue@@Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1337,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1549,Mlc-llm,Model Conversion,Feature Failure,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/726,Mlc-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/mlc-ai/mlc-llm/issues/2345,Mlc-llm,Engine Setup,Crash,,Backend Adapter,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/2828,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/3023,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/mlc-ai/mlc-llm/issues/507,Mlc-llm,Inference/Serving,Crash,,Model Loader,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/1029,Mlc-llm,Inference/Serving,Crash,,Output Processor,Incorrect Algorithm Implementation
https://github.com/mlc-ai/mlc-llm/issues/1497,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/2729,Mlc-llm,Engine Setup,Crash,,Setup Tools@@Setup Tools,Incompatible Backend@@Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/568,Mlc-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1034,Mlc-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Allocation
https://github.com/mlc-ai/mlc-llm/issues/1050,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/1073,Mlc-llm,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/mlc-ai/mlc-llm/issues/879,Mlc-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/mlc-ai/mlc-llm/issues/883,Mlc-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/mlc-ai/mlc-llm/issues/906,Mlc-llm,Inference/Serving,Crash,,Backend Adapter,Incorrect Algorithm Implementation
